2,1.632,4.47,5.894,5.337
2,1.678,4.428,5.937,5.524
2,1.889,4.559,5.993,5.768
2,2.02,4.405,6.082,5.908
2,2.226,4.278,6.044,6.03
2,2.76,4.213,6.082,7.211
2,2.99,4.157,6.162,6.359
2,3.589,4.002,6.115,6.555
2,2.718,3.894,6.087,6.644
2,4.007,3.542,6.11,6.696
2,3.271,3.21,6.579,6.785
2,3.285,3.093,5.772,6.761
2,3.233,2.859,6.209,6.715
2,3.243,2.469,5.576,6.701
2,3.379,2.526,5.487,6.677
2,3.473,2.25,5.3,6.654
2,3.519,2.264,5.225,6.766
2,3.711,2.142,5.244,6.822
2,3.908,2.006,5.272,7.038
2,4.1,1.809,5.192,7.136
2,4.297,1.711,5.065,7.056
2,4.391,1.44,4.958,7.042
2,4.962,1.342,4.746,6.991
2,4.723,1.25,4.541,6.911
2,4.911,1.306,4.541,6.986
2,4.972,1.412,4.517,7.113
2,5.122,1.6,4.377,7.178
2,5.309,1.725,4.452,7.262
2,5.496,1.823,4.629,7.539
2,5.684,1.898,5.328,7.628
2,5.735,2.053,4.798,7.741
2,5.815,2.137,5.051,7.938
2,5.955,2.287,5.22,8.115
2,6.387,2.957,6.082,8.921
2,6.48,2.985,6.129,8.987
2,6.392,2.92,6.213,8.973
2,6.331,2.999,6.312,8.987
2,6.26,2.971,6.321,8.837
2,6.19,2.882,6.499,8.874
2,6.11,2.957,6.246,8.842
2,6.035,2.948,6.195,8.818
2,5.852,2.765,6.246,8.832
2,5.763,2.953,6.485,8.617
2,5.557,3.037,6.518,8.636
2,5.417,3.135,6.583,8.697
2,5.253,3.28,6.602,8.683
2,5.309,3.412,6.743,8.659
2,5.337,3.66,6.953,8.813
2,5.272,3.852,7.099,8.738
2,5.262,3.861,7.206,8.832
2,5.248,3.753,7.295,8.893
2,5.393,3.96,7.534,9.001
2,5.356,4.409,7.576,8.959
2,5.365,4.245,7.741,9.104
2,5.319,4.447,7.792,9.006
2,5.155,4.461,7.806,8.809
2,5.131,4.611,7.877,8.856
2,5.309,4.897,7.988,8.921
2,5.136,4.873,8.059,8.748
2,4.929,4.798,7.886,9.081
2,4.761,4.892,7.844,8.57
2,4.714,4.864,7.988,8.528
2,4.452,4.718,7.651,8.265
2,4.283,4.634,7.806,8.134
2,4.063,4.592,7.408,7.965
2,3.885,4.541,7.099,7.722
2,3.603,4.377,6.757,7.375
2,3.468,4.232,7.127,7.183
2,3.172,4.236,6.443,6.986
2,2.953,4.157,6.757,6.719
2,2.648,4.016,6.883,6.467
2,2.469,4.011,6.232,6.241
2,2.212,3.908,5.698,5.988
2,1.992,3.805,5.412,5.684
2,1.781,3.857,5.618,5.632
2,1.687,3.979,5.426,5.379
2,1.407,4.143,5.3,5.117
2,1.268,4.161,5.365,4.85
2,1.264,4.283,5.262,4.667
2,1.053,4.578,5.248,4.527
2,0.963,4.194,5.033,4.287
2,0.879,4.18,4.92,4.054
2,0.86,4.569,4.756,3.875
2,0.856,4.147,4.578,3.739
2,1.132,3.81,4.273,3.702
2,1.725,4.241,4.643,3.398
2,1.501,3.782,4.199,3.294
2,1.623,3.777,3.552,3.238
2,1.687,3.875,3.509,3.126
2,1.964,4.054,3.29,2.985
2,2.1,3.706,3.079,3.304
2,2.348,3.051,2.798,3.294
2,2.563,3.107,2.535,3.257
2,2.821,3.103,2.25,3.388
2,3.107,3.084,2.184,3.505
2,3.304,2.915,1.917,3.674
2,3.538,2.924,1.72,3.88
2,3.753,2.587,1.678,4.166
2,4.091,2.507,1.618,4.292
2,4.273,2.311,1.922,4.714
2,4.901,1.632,3.032,6.19
2,4.873,1.292,3.538,6.518
2,6.002,2.278,5.463,8.068
2,6.213,2.582,5.445,8.411
2,6.41,2.77,5.758,8.65
2,6.382,2.887,5.993,8.809
2,6.48,3.674,6.199,8.898
2,6.434,3.051,6.321,9.076
2,6.129,3.121,6.518,8.935
2,6.035,3.144,6.541,8.987
2,6.012,3.158,7.422,9.081
2,5.833,3.28,6.564,8.832
2,5.675,3.079,6.64,9.024
2,5.665,3.285,6.864,8.917
2,5.609,3.407,6.808,8.87
2,5.468,3.575,6.991,8.827
2,5.426,3.735,7.178,8.954
2,5.506,3.824,7.281,8.963
2,5.553,4.063,7.389,9.029
2,5.435,4.259,7.656,9.217
2,5.585,4.517,7.83,9.488
2,5.567,4.639,7.974,9.067
2,5.524,4.887,8.078,9.831
2,5.548,5.112,8.246,10.037
2,5.352,5.183,8.209,9.236
2,5.305,5.239,8.345,9.128
2,5.136,5.244,8.326,8.987
2,4.854,5.14,8.087,8.799
2,4.583,5.098,7.938,8.406
2,4.348,4.798,7.778,8.176
2,4.072,4.845,7.67,8.049
2,3.861,4.662,7.304,7.628
2,3.473,4.775,7.08,7.403
2,3.243,4.447,6.855,7.188
2,2.92,5.913,6.574,6.79
2,2.681,4.353,6.438,6.56
2,2.474,4.227,6.335,6.298
2,2.203,4.362,6.11,6.101
2,2.002,4.246,6.199,5.876
2,1.777,4.297,5.88,5.529
2,1.496,4.208,5.866,5.258
2,1.304,4.278,5.74,4.995
2,1.297,4.667,5.632,4.775
2,1.259,4.831,5.548,4.588
2,1.226,4.854,5.693,4.447
2,1.292,5.08,5.581,4.091
2,1.431,5.216,5.449,3.889
2,1.637,5.374,5.562,3.678
2,1.898,5.557,5.562,3.501
2,2.146,5.824,5.698,3.379
2,2.381,6.068,5.543,3.215
2,2.62,6.256,5.614,3.135
2,3.009,6.522,5.801,3.023
2,3.168,6.701,5.824,2.695
2,3.224,6.804,5.571,2.311
2,3.44,6.475,5.393,2.207
2,3.857,6.602,5.183,2.09
2,3.224,5.515,3.641,1.029
2,3.308,5.473,3.533,1.076
2,3.744,5.44,3.107,1.25
2,4.091,5.337,2.676,1.464
2,4.386,4.962,1.988,2.413
2,4.414,4.723,1.767,2.582
2,4.119,4.513,1.259,2.882
2,4.11,4.002,1.085,3.046
2,4.011,3.645,1.081,3.491
2,3.885,3.402,1.315,3.65
2,3.833,3.177,1.245,3.674
2,3.772,2.76,1.297,3.993
2,3.805,2.559,1.506,4.246
2,4.021,2.062,1.866,4.789
2,4.714,1.01,4.105,6.827
2,4.602,1.062,4.442,6.939
2,4.438,1.062,4.531,6.859
2,4.311,1.295,4.732,6.897
2,4.161,1.482,4.812,6.958
2,3.964,1.6,4.92,6.846
2,3.739,1.828,5.047,6.846
2,3.501,2.024,5.159,6.705
2,3.266,2.437,5.084,6.55
2,3.07,2.46,5.183,6.429
2,2.91,2.61,5.211,6.349
2,2.821,2.901,5.319,6.307
2,2.882,3.075,5.417,6.246
2,2.484,3.341,5.67,6.312
2,2.723,3.519,5.885,6.317
2,2.577,3.702,5.857,6.387
2,3.351,3.946,6.096,6.475
2,2.732,4.115,6.345,6.597
2,2.784,5.824,6.279,6.635
2,2.868,4.287,6.499,6.579
2,3.014,4.204,6.579,6.752
2,3.004,4.287,6.611,6.859
2,3.051,4.348,6.701,7.066
2,2.962,4.292,6.832,7.337
2,3.449,4.33,6.869,7.412
2,3.585,4.4,7.019,7.342
2,3.997,4.545,7.286,7.562
2,4.264,4.592,7.459,8.115
2,4.456,4.676,7.544,8.157
2,4.574,4.831,7.745,8.35
2,4.737,4.826,7.806,8.519
2,4.873,4.929,7.979,8.655
2,5.103,4.995,8.157,8.949
2,5.112,4.892,8.068,8.898
2,5.253,4.7,7.942,9.01
2,5.374,4.583,7.952,9.001
2,5.244,4.33,7.726,9.273
2,5.164,4.185,7.562,9.32
2,5.211,4.035,7.379,9.076
2,5.178,3.838,7.656,8.879
2,5.15,3.645,7.393,8.729
2,5.244,3.528,6.93,8.729
2,5.286,3.426,6.846,8.954
2,5.244,3.196,6.602,8.448
2,5.454,2.99,6.462,8.322
2,4.995,2.779,6.237,8.232
2,4.85,2.681,6.12,8.125
2,4.662,2.648,5.969,7.923
2,4.47,2.474,5.852,7.703
2,4.325,2.39,5.73,7.483
2,4.058,2.137,5.44,7.215
2,3.913,2.043,5.342,7.099
2,3.814,2.081,5.36,6.967
2,3.641,1.964,5.126,6.841
2,3.496,2.516,5.352,6.71
2,3.332,2.306,5.291,6.668
2,3.36,2.591,5.248,6.476
2,3.149,3.168,5.323,6.527
2,3.046,2.751,5.496,7.464
